cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,cve_local,nom_local,pobtot,pnacoe,p3ym_hli,vivtot,vph_aeasp,vph_c_serv,vph_cel,vph_inter
31,Yucatán,040,Izamal,Izamal,31040,0045,Cax-Ek,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0056,Kanab,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0067,Sac-Nicté,4,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0069,San Dimas,1,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0117,Balantún,3,*,*,2,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0140,Yohmac,4,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0149,Treinta y Tres [Unidad Citrícola],1,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0163,El Pájaro,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0168,Gustavo Burgos Candil,1,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0171,Santa Rosa,4,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0173,Las Margaritas,1,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0175,San Yazké,3,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0179,San Miguel Arcángel,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0202,Tres Potrillos,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0204,Villa Albores,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0205,Sahaltún,3,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0206,La Veleta,3,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0208,Mis Amores,3,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0213,Ruz Koyoc [Familia],1,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0218,Los Tres Reyes,5,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0222,El Jabín [Rancho],3,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0223,Santos Pat Uitz [Granja],6,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,0224,Familia Ake Euan,2,*,*,1,*,*,*,*
31,Yucatán,040,Izamal,Izamal,31040,9998,Localidades de una vivienda,63,5,28,26,5,15,18,3
31,Yucatán,041,Kanasin,Kanasín,31041,0001,Kanasín,139753,20317,16077,51246,37379,37754,36999,18343
31,Yucatán,041,Kanasin,Kanasín,31041,0003,San Antonio Tehuitz,712,16,188,211,186,176,156,47
31,Yucatán,041,Kanasin,Kanasín,31041,0006,Teya,750,31,137,260,180,180,145,52
31,Yucatán,041,Kanasin,Kanasín,31041,0008,El Campanario,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0021,Villa Cristina,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0040,El Pedregal,4,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0051,Los Toriles,9,*,*,2,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0054,Santa Teresa,5,0,4,4,4,4,1,0
31,Yucatán,041,Kanasin,Kanasín,31041,0130,Lol-Há [Hacienda],6,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0131,San Antonio,2,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0135,Dzoyolá,469,117,32,287,131,135,134,43
31,Yucatán,041,Kanasin,Kanasín,31041,0141,Las Garzas,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0176,Los Canes [Rancho],4,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0190,San Haroldo,2,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0205,San Arturo,8,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0231,Balché,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0243,Jardines de Tahdzibichén,183,60,29,109,43,44,55,20
31,Yucatán,041,Kanasin,Kanasín,31041,0266,Yolanda Beatriz Kuk Baas,3,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0287,Pedro Chan Tun,9,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0288,Caba [Quinta],4,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0290,Modesto Huicab Canché [Quinta],1,*,*,3,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0292,Samkam Church,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0309,Renán Rosas,2,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0312,Jalapa,4,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0323,El Jesús,1,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,0326,Lomas de la Barranca,3,*,*,1,*,*,*,*
31,Yucatán,041,Kanasin,Kanasín,31041,9998,Localidades de una vivienda,58,10,13,21,2,12,12,3
31,Yucatán,041,Kanasin,Kanasín,31041,9999,Localidades de dos viviendas,9,*,*,2,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,0001,Kantunil,3573,116,1198,1385,974,791,831,135
31,Yucatán,042,Kantunil,Kantunil,31042,0002,Holcá,1964,47,760,787,545,470,441,163
31,Yucatán,042,Kantunil,Kantunil,31042,0018,Puhá,1,*,*,1,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,0042,Granja Agrícola San Felipe,3,*,*,1,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,0055,María Andrea Gómez Fuentes,5,*,*,1,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,0059,Ninguno,2,*,*,1,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,0061,San Juan,5,*,*,1,*,*,*,*
31,Yucatán,042,Kantunil,Kantunil,31042,9998,Localidades de una vivienda,16,1,3,5,1,3,5,1
31,Yucatán,043,Kaua,Kaua,31043,0001,Kaua,2879,87,1869,908,712,637,568,45
31,Yucatán,043,Kaua,Kaua,31043,0003,Dzibiac,20,0,19,8,5,2,4,1
31,Yucatán,043,Kaua,Kaua,31043,0006,Dzeal,457,3,342,131,97,72,74,1
31,Yucatán,043,Kaua,Kaua,31043,0012,Yaxlé,10,0,10,5,2,1,2,0
31,Yucatán,043,Kaua,Kaua,31043,0022,San Enrique,2,*,*,1,*,*,*,*
31,Yucatán,043,Kaua,Kaua,31043,0023,San Esteban,10,0,10,3,1,1,0,0
31,Yucatán,043,Kaua,Kaua,31043,0037,Xtóhil,2,*,*,1,*,*,*,*
31,Yucatán,043,Kaua,Kaua,31043,0043,Aldea Maya,8,*,*,1,*,*,*,*
31,Yucatán,043,Kaua,Kaua,31043,0044,Pambá,15,0,15,4,0,0,0,0
31,Yucatán,043,Kaua,Kaua,31043,0047,Xcanahaltún,2,*,*,1,*,*,*,*
31,Yucatán,043,Kaua,Kaua,31043,9998,Localidades de una vivienda,14,2,6,4,1,2,2,0
31,Yucatán,044,Kinchil,Kinchil,31044,0001,Kinchil,7190,128,1686,2301,1594,1450,1544,407
31,Yucatán,044,Kinchil,Kinchil,31044,0002,Tamchén,333,2,134,97,82,61,61,8
31,Yucatán,044,Kinchil,Kinchil,31044,0059,San José Pachul,2,*,*,1,*,*,*,*
31,Yucatán,044,Kinchil,Kinchil,31044,0106,Tabacón [Quinta],4,*,*,2,*,*,*,*
31,Yucatán,044,Kinchil,Kinchil,31044,0110,Los Pinos,1,*,*,1,*,*,*,*
31,Yucatán,044,Kinchil,Kinchil,31044,9998,Localidades de una vivienda,7,0,1,4,1,2,2,2
31,Yucatán,045,Kopoma,Kopomá,31045,0001,Kopomá,2211,52,728,810,636,573,515,286
31,Yucatán,045,Kopoma,Kopomá,31045,0002,San Bernardo,466,7,216,163,131,119,80,28
31,Yucatán,046,Mama,Mama,31046,0001,Mama,3189,62,1896,1111,725,687,699,214
31,Yucatán,046,Mama,Mama,31046,0018,Kulmanchac,6,*,*,2,*,*,*,*
31,Yucatán,046,Mama,Mama,31046,0060,San Genaro,2,*,*,1,*,*,*,*
31,Yucatán,046,Mama,Mama,31046,0065,Nuevo San Juan,99,1,30,38,28,17,26,8
31,Yucatán,046,Mama,Mama,31046,9998,Localidades de una vivienda,8,*,*,3,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0001,Maní,4715,96,3160,1634,1185,999,1000,342
31,Yucatán,047,Mani,Maní,31047,0009,Tipikal,1047,23,741,344,279,245,216,70
31,Yucatán,047,Mani,Maní,31047,0012,Plan Chac Pozo Diez,1,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0016,San Filemón,5,*,*,2,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0022,San Román,1,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0040,San Miguel,5,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0041,Adriana Cardona [Quinta],2,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0058,Pozo Nueve,178,15,80,75,28,33,37,7
31,Yucatán,047,Mani,Maní,31047,0062,Teodora Chan,3,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0067,La Bendición de Dios,3,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0068,Emiliano Zapata [Pozo],6,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,0069,Laban Subin Dos,2,*,*,1,*,*,*,*
31,Yucatán,047,Mani,Maní,31047,9998,Localidades de una vivienda,23,1,16,8,0,6,6,2
31,Yucatán,047,Mani,Maní,31047,9999,Localidades de dos viviendas,5,*,*,2,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0001,Maxcanú,13965,522,3606,4201,3528,3068,2999,1002
31,Yucatán,048,Maxcanu,Maxcanú,31048,0002,Coahuila (Santa Teresa Coahuila),552,1,205,226,154,119,121,11
31,Yucatán,048,Maxcanu,Maxcanú,31048,0003,Chactún (San José Chactún),125,2,37,43,9,7,25,1
31,Yucatán,048,Maxcanu,Maxcanú,31048,0004,Chan Chocholá (Santa Eduviges Chan Chocholá),435,9,231,153,130,53,81,1
31,Yucatán,048,Maxcanu,Maxcanú,31048,0006,Chunchucmil,1135,19,443,327,260,182,162,10
31,Yucatán,048,Maxcanu,Maxcanú,31048,0007,Granada (Chican Granada),538,4,125,163,141,119,105,23
31,Yucatán,048,Maxcanu,Maxcanú,31048,0010,Kanachén,332,5,55,156,107,105,64,2
31,Yucatán,048,Maxcanu,Maxcanú,31048,0011,Kochol,1767,10,1349,550,478,338,243,25
31,Yucatán,048,Maxcanu,Maxcanú,31048,0012,Paraíso,723,4,375,249,202,160,111,21
31,Yucatán,048,Maxcanu,Maxcanú,31048,0014,San Fernando,303,10,173,95,72,45,52,0
31,Yucatán,048,Maxcanu,Maxcanú,31048,0017,San Rafael,1560,26,381,438,388,272,259,14
31,Yucatán,048,Maxcanu,Maxcanú,31048,0018,Santa Cruz,151,1,69,55,48,47,37,3
31,Yucatán,048,Maxcanu,Maxcanú,31048,0020,Santa Rosa (Santa Rosa de Lima),1022,2,500,292,243,214,161,29
31,Yucatán,048,Maxcanu,Maxcanú,31048,0021,Santo Domingo,1346,5,792,400,317,270,194,32
31,Yucatán,048,Maxcanu,Maxcanú,31048,0023,Zodzil,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0056,X-Cacal,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0059,Buena Esperanza,7,*,*,2,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0063,Compartir,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0080,Lázaro Cárdenas,3,*,*,2,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0094,Plantel Uno,2,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0112,San Jacinto,4,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0161,Santa Úrsula,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0165,Miguel Cocom,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0169,Chacsi,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0170,Tres Marías,3,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0175,José Froylán Koh Argaez,4,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0185,Xunam Bom Bum,1,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0192,Yaxchee 1,2,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0193,San Felipe,2,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,0194,Las Margaritas,3,*,*,1,*,*,*,*
31,Yucatán,048,Maxcanu,Maxcanú,31048,9998,Localidades de una vivienda,37,2,20,18,1,5,10,0
31,Yucatán,049,Mayapan,Mayapán,31049,0001,Mayapán,3956,34,3417,1183,895,467,720,87
31,Yucatán,049,Mayapan,Mayapán,31049,0008,San Antonio Techoh,2,*,*,1,*,*,*,*
31,Yucatán,049,Mayapan,Mayapán,31049,0029,Onichén,2,*,*,1,*,*,*,*
31,Yucatán,049,Mayapan,Mayapán,31049,0063,Santa María Manzanero,2,*,*,2,*,*,*,*
31,Yucatán,049,Mayapan,Mayapán,31049,0064,Santa María Uc,3,*,*,1,*,*,*,*
31,Yucatán,049,Mayapan,Mayapán,31049,9998,Localidades de una vivienda,9,0,9,5,0,0,1,0
31,Yucatán,050,Merida,Mérida,31050,0001,Mérida,921771,180159,56243,348231,274735,279186,270957,208410
31,Yucatán,050,Merida,Mérida,31050,0075,Caucel,8823,426,1379,2720,1820,1994,1971,727
31,Yucatán,050,Merida,Mérida,31050,0076,Cosgaya,809,10,208,265,199,207,201,52
31,Yucatán,050,Merida,Mérida,31050,0077,Chablekal,5034,308,753,1438,971,1270,1194,493
31,Yucatán,050,Merida,Mérida,31050,0079,Chalmuch,591,28,241,221,140,132,130,11
31,Yucatán,050,Merida,Mérida,31050,0081,Cheumán,218,17,36,88,53,53,51,13
31,Yucatán,050,Merida,Mérida,31050,0084,Cholul,11745,2523,675,4110,2256,3090,3005,2335
31,Yucatán,050,Merida,Mérida,31050,0086,Dzibilchaltún,152,6,30,55,30,36,36,14
31,Yucatán,050,Merida,Mérida,31050,0087,Dzidzilché,267,5,59,109,65,68,54,31
31,Yucatán,050,Merida,Mérida,31050,0088,Dzityá,2369,235,255,771,411,574,570,229
31,Yucatán,050,Merida,Mérida,31050,0089,Dzoyaxché,533,11,314,175,144,135,112,42
31,Yucatán,050,Merida,Mérida,31050,0090,Dzununcán,2388,151,893,759,544,523,549,265
31,Yucatán,050,Merida,Mérida,31050,0092,Kikteil,243,10,43,93,63,65,51,16
31,Yucatán,050,Merida,Mérida,31050,0093,Komchén,5598,267,1406,1645,1126,1317,1323,579
31,Yucatán,050,Merida,Mérida,31050,0095,Molas,2401,70,659,755,597,575,543,246
31,Yucatán,050,Merida,Mérida,31050,0097,Noc Ac,532,17,65,152,125,127,115,45
31,Yucatán,050,Merida,Mérida,31050,0100,Petac,234,2,43,81,62,58,45,11
31,Yucatán,050,Merida,Mérida,31050,0102,Sac-Nicté,387,6,60,115,95,91,83,8
31,Yucatán,050,Merida,Mérida,31050,0103,San Antonio Hool,180,32,17,90,41,51,53,21
31,Yucatán,050,Merida,Mérida,31050,0108,San Ignacio Tesip,405,12,224,135,109,106,88,25
31,Yucatán,050,Merida,Mérida,31050,0111,San José Tzal,4428,132,1730,1351,1064,950,982,322
31,Yucatán,050,Merida,Mérida,31050,0116,San Pedro Chimay,1578,73,833,455,356,348,329,129
31,Yucatán,050,Merida,Mérida,31050,0117,Santa Cruz Palomeque,1237,98,292,386,292,280,279,99
31,Yucatán,050,Merida,Mérida,31050,0119,Santa María Chí,385,13,92,129,109,104,90,43
31,Yucatán,050,Merida,Mérida,31050,0120,Sierra Papacal,1556,67,271,462,384,398,377,139
31,Yucatán,050,Merida,Mérida,31050,0121,Sitpach,2226,202,331,826,582,624,593,285
31,Yucatán,050,Merida,Mérida,31050,0123,Susulá,530,46,164,220,139,132,120,27
31,Yucatán,050,Merida,Mérida,31050,0124,Suytunchén,150,1,18,51,45,40,38,31
31,Yucatán,050,Merida,Mérida,31050,0125,Tahdzibichén,855,26,302,244,194,198,189,75
31,Yucatán,050,Merida,Mérida,31050,0128,Temozón Norte,1094,388,77,346,133,304,296,231
31,Yucatán,050,Merida,Mérida,31050,0129,Texán Cámara,664,12,267,199,161,153,147,35
31,Yucatán,050,Merida,Mérida,31050,0130,Opichén,724,116,89,220,176,176,176,96
31,Yucatán,050,Merida,Mérida,31050,0131,Tixcacal,1119,64,277,348,271,273,257,133
31,Yucatán,050,Merida,Mérida,31050,0132,Tixcuytún,578,25,83,175,147,155,135,34
31,Yucatán,050,Merida,Mérida,31050,0133,San Antonio Tzacalá,715,6,313,235,184,176,140,46
31,Yucatán,050,Merida,Mérida,31050,0135,Xcanatún,1733,167,120,578,444,479,445,252
31,Yucatán,050,Merida,Mérida,31050,0138,Xmatkuil,1293,149,289,513,258,322,316,87
31,Yucatán,050,Merida,Mérida,31050,0140,Yaxché Casares,123,4,41,34,28,28,27,11
31,Yucatán,050,Merida,Mérida,31050,0141,Yaxnic,907,11,450,299,251,231,197,56
31,Yucatán,050,Merida,Mérida,31050,0144,Xcunyá,994,22,304,298,224,243,240,111
31,Yucatán,050,Merida,Mérida,31050,0145,Santa María Yaxché,70,10,20,28,18,19,19,16
31,Yucatán,050,Merida,Mérida,31050,0158,La Ceiba,1638,552,156,488,306,453,442,359
31,Yucatán,050,Merida,Mérida,31050,0159,La Ceiba Dos,58,28,2,27,0,21,21,18
31,Yucatán,050,Merida,Mérida,31050,0190,Caney [Establo Lechero],1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0222,Santa Rosa [Unidad Ovina],5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0224,California [Rancho],2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0225,San Diego Texán,14,1,3,21,0,6,6,4
31,Yucatán,050,Merida,Mérida,31050,0228,San José Kuché,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0238,Tamanché,649,36,15,233,165,184,169,88
31,Yucatán,050,Merida,Mérida,31050,0249,Xcauaka,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0254,Francisco Villa,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0268,Oncán,774,35,352,239,206,210,173,26
31,Yucatán,050,Merida,Mérida,31050,0305,Los Capomos,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0306,Los Tres Reyes,6,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0323,Kampepén,6,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0336,Hunxectamán,177,5,100,67,43,42,38,32
31,Yucatán,050,Merida,Mérida,31050,0345,Gelsy Guadalupe,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0346,Itzamatul,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0414,Los Castellanos,93,46,10,26,2,24,23,23
31,Yucatán,050,Merida,Mérida,31050,0438,La Guadalupana,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0445,Santa Elena,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0496,Monte Alto,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0528,Jardines de Tahdzibichén,259,57,46,107,35,61,59,18
31,Yucatán,050,Merida,Mérida,31050,0561,Villa Paraíso,28,16,2,7,0,6,7,2
31,Yucatán,050,Merida,Mérida,31050,0606,Paseos Country,4,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0660,Soluna,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0666,Villas Cholul,332,169,17,127,36,103,103,95
31,Yucatán,050,Merida,Mérida,31050,0669,Santa Isabel,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0688,José Luis Puc,6,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0693,Galdino (San Felipe),5,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0695,Don Juan,8,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0696,Santa Bárbara,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0733,Santos Galo Chalé Cauich,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0735,Claudia Lach,4,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0741,Almendros,6,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0742,Las Nubes,8,*,*,3,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0745,Pastor [Rancho],2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0749,San Pedro,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0753,Villas Xcanatún,30,16,1,15,0,10,10,10
31,Yucatán,050,Merida,Mérida,31050,0756,Tío Gato [Cabaña],7,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0757,Campo Bravo,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0758,Cango,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0759,San Miguel,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0768,Los Farahones,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0775,Guadalupe,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0804,Rubí Cocom,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0805,María Cen Pech,9,0,2,3,0,1,3,2
31,Yucatán,050,Merida,Mérida,31050,0809,Yaxché de Peón,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0812,Doña Reyna,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0813,Lol-Bé,9,1,5,3,1,3,3,0
31,Yucatán,050,Merida,Mérida,31050,0835,Quinta Teresita,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0858,Las Adelaidas,3,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0862,Las Ranas,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0868,Roberto Pérez Ortiz,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0869,Coppsa,18,5,6,6,0,4,4,0
31,Yucatán,050,Merida,Mérida,31050,0870,Av-Breu [Constructora],1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0872,Los Corceles,8,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0875,Santiago Kuri,6,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0876,Reina Rivas,7,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0881,San José,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0885,González Canto,3,*,*,3,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0886,El Tzalam,5,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0888,San Ermilo,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0893,Francisco,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0898,Hernández,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0901,Martha,7,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0908,El Caribeño [Paradero],2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0914,Las Palmas,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0915,Puertas del Mayab,34,17,3,6,2,5,5,4
31,Yucatán,050,Merida,Mérida,31050,0920,El Potrillo,8,1,1,3,0,1,1,1
31,Yucatán,050,Merida,Mérida,31050,0921,Renacimiento,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0929,San Lorenzo,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0940,El Borreo Alux,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0944,La Rejoyada,428,290,16,170,19,127,121,112
31,Yucatán,050,Merida,Mérida,31050,0945,Yucatán Country Club,2141,780,248,646,424,588,564,391
31,Yucatán,050,Merida,Mérida,31050,0953,Yucatán Polo Club,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0955,La Ceiba [Villas],15,9,0,11,2,8,8,7
31,Yucatán,050,Merida,Mérida,31050,0959,Alfonso Mena,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0965,Tirzo Fernando Suárez Nuñez,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0968,Humberto González Morales,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0969,José Yamá,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0970,El Encuentro [Rancho],4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0971,Familia Góngora Mendoza,1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0973,Gema [Rancho],1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0974,El Forrajero [Rancho],3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0986,Mulsay,3,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0994,Coqueluche,1,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,0999,Los Cedros,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1006,San Miguel,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1008,La Brecha [Calle 6],2,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1012,Cuatrocientos Once [Invernadero],1,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1015,Terreno Apá,4,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1016,El Xux,2,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1017,Yóok'sojol,1,*,*,2,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1019,Chaactún,53,42,0,20,3,15,14,14
31,Yucatán,050,Merida,Mérida,31050,1022,La Casita del Sabor,5,*,*,1,*,*,*,*
31,Yucatán,050,Merida,Mérida,31050,1023,Altosano,273,140,19,197,49,81,77,65
