cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,id_region,region,cve_geo,cve_local,nom_local,id_ue,nom_ue,razon_soc,cod_act,nom_act,num_per,lat,long,fecha
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4588555,AGENCIA 32 DEL MINISTERIO PUBLICO,GOBIERNO DEL ESTADO DE YUCATAN ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,20.96840554,-89.56964426,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4590693,AGENCIA 35 DE LA POLICIA MINISTERIAL,FISCALIA GENERAL DEL ESTADO ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,31 a 50 personas,21.03575402,-89.62712129,2010-07
31,YUCATÁN       ,038,Hunucma,Hunucmá,1,I Poniente ,31038,1,Hunucmá,4590302,AGENCIA DE ADMIINISTRACION FISCAL DE YUCATAN,SECRETARIA DE ADMINISTRACION Y FINANZAS DEL ESTADO DE YUCATAN ,931210,Administración pública en general,0 a 5 personas,21.01544822,-89.877542,2010-07
31,YUCATÁN       ,040,Izamal,Izamal,3,III Centro ,31040,1,Izamal,4509135,AGENCIA DE ADMINISTACION FISCAL DE YUCATAN,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN ,931210,Administración pública en general,11 a 30 personas,20.93502163,-89.029552,2010-07
31,YUCATÁN       ,048,Maxcanu,Maxcanú,1,I Poniente ,31048,1,Maxcanú,4511854,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN,SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS ,931210,Administración pública en general,0 a 5 personas,20.58416691,-90.00413387,2010-07
31,YUCATÁN       ,056,Oxkutzcab,Oxkutzcab,7,VII Sur ,31056,1,Oxkutzcab,4499443,AGENCIA DE ADMINISTRACIÓN FISCAL DE YUCATÁN,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN AAFY ,931210,Administración pública en general,0 a 5 personas,20.30523119,-89.42582469,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4522262,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN,AGENCIA DE ADMINISTRACION FISCA DE YUCATAN ,931210,Administración pública en general,11 a 30 personas,20.96500532,-89.62346085,2010-07
31,YUCATÁN       ,058,Peto,Peto,6,VI Oriente,31058,1,Peto,4505297,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN,SECRETARÍA DE ADMINISTRACIÓN Y FINANZAS ,931210,Administración pública en general,0 a 5 personas,20.12591053,-88.92384792,2010-07
31,YUCATÁN       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,7697959,AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN AAFY,SECRETARIA DE ADMINISTRACION Y FINANZAS DEL GIBIERNO DEL ESTADO ,931210,Administración pública en general,0 a 5 personas,21.14773814,-88.15931026,2019-11
31,YUCATÁN       ,079,Tekax,Tekax,7,VII Sur ,31079,1,Tekax de Álvaro Obregón,4503068,AGENCIA DE ADMINISTRCION FISCAL DE YUCATAN USE TEKAX,SECRETARÍA DE HACIENDA DE YUCATÁN ,931210,Administración pública en general,0 a 5 personas,20.20357237,-89.28804349,2010-07
31,YUCATÁN       ,084,Temax,Temax,4,IV Litoral centro ,31084,1,Temax,4531969,AGENCIA DE ADMINIUSTRACION FICAL DE YUCATAN  AAFY DE TEMAX,GOBIERNO ,931210,Administración pública en general,0 a 5 personas,21.15176577,-88.93838974,2014-12
31,YUCATÁN       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4574776,AGENCIA DE INVESTIGACION CRIMINAL,FISCALIA GENERAL DE LA REPÚBLICA ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,21.28307158,-89.65863152,2010-07
31,YUCATÁN       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4528230,AGENCIA DE RECAUDACION,AAFY AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN ,931210,Administración pública en general,0 a 5 personas,21.2804081,-89.65973615,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8335879,AGENCIA DE SERVICIOS A LA COMERCIALIZACION Y DESARROLLO DE MERCADOS AGROPECUARIOS,AGENCIA DE SERVICIOS A LACOMERCIALIZACION Y DESARROLLO DE MERCADOS AGROPECUARIOS ,931310,Regulación y fomento del desarrollo económico,11 a 30 personas,20.99860771,-89.59529616,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4521282,AGENCIA DE VIAJES TURISTE,GOBIERNO FEDERAL ISTE ,931310,Regulación y fomento del desarrollo económico,0 a 5 personas,20.98133642,-89.62628167,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4590713,AGENCIA DEL MINISTERIO PUBLICO 35,FISCALIA GENERAL DEL ESTADO ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,11 a 30 personas,21.03575476,-89.62711623,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8335290,AGENCIA PARA EL DESARROLLO DE YUCATAN,AGENCIA PARA EL DESARROLO DE YUCATAN ,931210,Administración pública en general,11 a 30 personas,21.03675441,-89.63240033,2019-11
31,YUCATÁN       ,002,Acanceh,Acanceh,2,II Noroeste ,31002,1,Acanceh,4494987,AGENCIA RECAUDADORA ACANCEH,AAFY AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,20.8128399,-89.4538033,2010-07
31,YUCATÁN       ,032,Espita,Espita,5,V Noreste ,31032,1,Espita,4488695,AGENCIA RECAUDADORA ESPITA,SECRETARÍA DE HACIENDA ,931210,Administración pública en general,0 a 5 personas,21.01109976,-88.30655359,2010-07
31,YUCATÁN       ,052,Motul,Motul,4,IV Litoral centro ,31052,1,Motul de Carrillo Puerto,4527140,AGENCIA VIGESIMA CUARTA DEL MINISTERIO PUBLICO,GOBIERNO DEL ESTADO DE YUCATÁN ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,6 a 10 personas,21.09616798,-89.3001466,2014-12
31,YUCATÁN       ,021,Chichimila,Chichimilá,6,VI Oriente,31021,1,Chichimilá,4541618,ALMACEN DEL HONORABLE AYUNTAMIENTO DE CHICHIMILA,HONORABLE AYUNTAMIENTO DE CHICHIMILA ,931210,Administración pública en general,0 a 5 personas,20.63121655,-88.2169912,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4585298,ALMACEN ESTATAL YUCATAN,INSTITUTO DE SEGURIDAD Y SERVICIO SOCIAL DE LOS TRANAJADORES DEL ESTADO ,931610,Actividades administrativas de instituciones de bienestar social,6 a 10 personas,20.93319681,-89.67909456,2011-03
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4586995,ALMACEN GENERAL DE LA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,SECRETARÍA DE AGRICULTURA Y DESARROLLO RURAL ,931310,Regulación y fomento del desarrollo económico,11 a 30 personas,21.00127904,-89.59566344,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4518363,ALMACEN GENERAL DED SERVICIOS DE SALUD DE YUCATAN,SERVICIOS SALUD DE YUCATÁN ,931610,Actividades administrativas de instituciones de bienestar social,31 a 50 personas,21.05393629,-89.63427025,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4496141,ALMACEN GENERAL DELEGACIONAL DEL SEGURO SOCIAL,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,931610,Actividades administrativas de instituciones de bienestar social,31 a 50 personas,20.9296054,-89.61179831,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4581128,ALMACÉN LA PALOMA,SECRETARIADE DESARROLLO SOCIAL GOBIERNO ESTATAL ,931610,Actividades administrativas de instituciones de bienestar social,0 a 5 personas,20.97156421,-89.63469032,2010-07
31,YUCATÁN       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,4496635,ALMACEN MUNICIPAL SUMA DE ESFUERZOS,BODEGA DE H AYUNTAMIENTO DE VALLADOLID ,931210,Administración pública en general,0 a 5 personas,20.68526569,-88.18193449,2010-07
31,YUCATÁN       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4528879,ALMACEN REGONIAL 34,SECRETARIA DE MARINA ARMADA DE MEXICO ,931810,Actividades de seguridad nacional,6 a 10 personas,21.27831883,-89.7046237,2014-12
31,YUCATÁN       ,007,Cacalchen,Cacalchén,4,IV Litoral centro ,31007,1,Cacalchén,4508424,ALUMBRADO PUBLICO,HONORABLE AYUNTAMIENTO DE CACALCHEN ,931210,Administración pública en general,6 a 10 personas,20.98317049,-89.22802594,2010-07
31,YUCATÁN       ,052,Motul,Motul,4,IV Litoral centro ,31052,1,Motul de Carrillo Puerto,4504748,ALUMBRADO PUBLICO,GOBIERNO ,931210,Administración pública en general,0 a 5 personas,21.09583124,-89.2837811,2010-07
31,YUCATÁN       ,093,Tixkokob,Tixkokob,2,II Noroeste ,31093,1,Tixkokob,4486042,ALUMBRADO PUBLICO MUNICIPAL,H AYUNTAMIENTO DE TIXKOKOB 2018-2021 ,931210,Administración pública en general,6 a 10 personas,21.00253535,-89.39507226,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8335638,ARCHIVO ADMINISTRATIVO,H AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96978626,-89.58422665,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4521779,ARCHIVO DE LA DIRECCION DE RECURSOS HUMANOS,H AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4520881,ARCHIVO DEL PODER JUDICIAL,GOBIERNO DEL ESTADO ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,11 a 30 personas,20.99026919,-89.63128984,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4520915,ARCHIVO DEL TRIBUNAL SUPERIOR DE JUSTICIA,GOBIERNO DEL ESTADO ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,20.98635859,-89.62902259,2014-12
31,YUCATÁN       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4529409,AREA AUXILIAR DE REGIDORES,MUNICIPIO DE PROGRESO ,931210,Administración pública en general,6 a 10 personas,21.28246581,-89.66356357,2014-12
31,YUCATÁN       ,057,Panaba,Panabá,5,V Noreste ,31057,1,Panabá,8353664,AREA COMUNICACION SOCIAL,HONORABLE AYUNTAMIENTO DE PANABA ,931210,Administración pública en general,0 a 5 personas,21.29675674,-88.27127778,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4580536,ASUNTOS JURIDICOS,SUBDIRECCIÓN DE ASUNTOS JURÍDICOS DEL MUNICIPIO DE MÉRIDA YUCATÁN ,931210,Administración pública en general,11 a 30 personas,20.97391941,-89.62460661,2010-07
31,YUCATÁN       ,040,Izamal,Izamal,3,III Centro ,31040,1,Izamal,7408890,ASUNTOS RELIGIOSOS,PALACIO MUNICIPAL ,931210,Administración pública en general,0 a 5 personas,20.93325406,-89.01980681,2019-11
31,YUCATÁN       ,040,Izamal,Izamal,3,III Centro ,31040,1,Izamal,4510337,ATENCION CIUDADANA,PALACIO MUNICIPAL DE IZAMAL ,931210,Administración pública en general,6 a 10 personas,20.93324427,-89.01974294,2010-07
31,YUCATÁN       ,029,Dzilam Gonzalez,Dzilam González,4,IV Litoral centro ,31029,1,Dzilam González,4489940,ATENCION CIUDADANA,HONORABLE AYUNTAMIENTO DE DZILAM GONZALES ,931210,Administración pública en general,6 a 10 personas,21.2801709,-88.9298091,2010-07
31,YUCATÁN       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,4543269,ATENCION CIUDADANA,"HONORABLE AYUNTAMIENTO DEL MUNICIPIO DE VALLADOLID, YUCATAN ",931210,Administración pública en general,11 a 30 personas,20.68982114,-88.20109438,2014-12
31,YUCATÁN       ,007,Cacalchen,Cacalchén,4,IV Litoral centro ,31007,1,Cacalchén,4508431,ATENCION CIUDADANA,HONORABLE AYUNTAMIENTO DE CACALCHEN ,931210,Administración pública en general,0 a 5 personas,20.98317049,-89.22802594,2010-07
31,YUCATÁN       ,085,Temozon,Temozón,6,VI Oriente,31085,1,Temozón,4544920,ATENCION CIUDADANA,PALACIO MUNICIPAL EL GOBIERNO ,931210,Administración pública en general,0 a 5 personas,20.80389552,-88.20127191,2014-12
31,YUCATÁN       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,8937256,ATENCION CIUDADANA,MUNICIPIO DE PROGRESO ,931210,Administración pública en general,0 a 5 personas,21.28246581,-89.66356357,2019-11
31,YUCATÁN       ,080,Tekit,Tekit,7,VII Sur ,31080,1,Tekit,6988936,ATENCION CIUDADANA MUNICIPAÑ,H.AYUNTAMIENTO DEL MUNICIPIO DE TEKIT ,931210,Administración pública en general,0 a 5 personas,20.53366314,-89.33305855,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7761770,AUDITORIA SUPERIOR DEL ESTADO DE YUCATAN,CONGRESO DEL ESTADO DE YUCATAN ,931110,Órganos legislativos,101 a 250 personas,21.01085067,-89.58428044,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4579591,AYUNTAMIENTO DE MERIDA SUBDIRECCION DE PATRIMONIO MUNICIPAL,MUNICIPIO DE MERIDA TUCATAN ,931210,Administración pública en general,31 a 50 personas,20.96567776,-89.62594514,2010-07
31,YUCATÁN       ,003,Akil,Akil,7,VII Sur ,31003,1,Akil,4561642,AYUNTAMIENTO MUNICIPAL,H. AYUNTAMIENTO ,931210,Administración pública en general,51 a 100 personas,20.26725746,-89.34684714,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4579706,BANCO DE MATERIALES DEL AYUNTAMIENTO DE MERIDA,HONORABLE AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,11 a 30 personas,20.9848915,-89.66876509,2010-07
31,YUCATÁN       ,041,Kanasin,Kanasín,2,II Noroeste ,31041,1,Kanasín,4492456,BANCO DE MATERIALES MULCHECHEN,SECRETERIA DE OBRAS PUBLICAS INCAY DEL GOBIERNO DEL ESTADO DE YUCATAN ,931210,Administración pública en general,11 a 30 personas,20.92449105,-89.57588713,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4552292,BASE AEREA,SEDENA ,931810,Actividades de seguridad nacional,251 y más personas,10.25839375,-124.4455263,2014-12
31,YUCATÁN       ,044,Kinchil,Kinchil,1,I Poniente ,31044,1,Kinchil,4525852,BASE DE BOMBEROS KINCHIL,GOBIERNO DEL ESTADO DE YUCATAN ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,20.91602693,-89.94789714,2014-12
31,YUCATÁN       ,058,Peto,Peto,6,VI Oriente,31058,1,Peto,4505392,BASE DE BOMBEROS REGION PANTERA,GOBIERNO DEL ESTADO DE YUCATÁN ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,6 a 10 personas,20.12540388,-88.92180249,2010-07
31,YUCATÁN       ,028,Dzilam de Bravo,Dzilam de Bravo,4,IV Litoral centro ,31028,1,Dzilam de Bravo,4566352,BASE DE OPERACIONES,SECRETARÍA DE LA DEFENSA NACIONAL ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,6 a 10 personas,21.39238265,-88.89663817,2014-12
31,YUCATÁN       ,028,Dzilam de Bravo,Dzilam de Bravo,4,IV Litoral centro ,31028,1,Dzilam de Bravo,4566351,BASE DE OPERACIONES DZILAM DE BRABO,PUESTO NAVAL DE SEGURIDAD ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,11 a 30 personas,21.39239192,-88.89660383,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7761501,BASE LINEAL NUMERO 3 VIKINGO GRUPO ESPECIAL DE OPERACIONES TACTICAS,AYUNTAMIENTO DE MERIDA ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,0 a 5 personas,20.95326748,-89.68396633,2019-11
31,YUCATÁN       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4546258,BASE MILITAR LOS CUPULES,SECRETARÍA DE LA DEFENSA NACIONAL ,931810,Actividades de seguridad nacional,6 a 10 personas,21.15268372,-88.17093238,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7762402,BASE TROYANA NUMERO 2,SECRETARIA DE SEGURIDAD PUBLICA ,931410,Impartición de justicia y mantenimiento de la seguridad y el orden público,11 a 30 personas,20.9457547,-89.68773472,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7302027,BENEFICINCIAS PUBLICAS DE YUCATAN,ADMINISTRACION DEL PATRIMONIO DE LA BENEFICIENCIA PUBLICA DE YUCATAN ,931210,Administración pública en general,6 a 10 personas,20.97158786,-89.6284896,2019-11
31,YUCATÁN       ,009,Cansahcab,Cansahcab,4,IV Litoral centro ,31009,1,Cansahcab,4532044,BIEN ESTAR,H.AYUNTAMIENTO ,931610,Actividades administrativas de instituciones de bienestar social,0 a 5 personas,21.15806486,-89.10238962,2014-12
31,YUCATÁN       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,4557184,BIENESTAR PARA VIVIR MEJOR,SECRETARIA DE DESARROLLO SOCIAL DEL ESTADO DE YUCATAN ,931610,Actividades administrativas de instituciones de bienestar social,0 a 5 personas,20.39895321,-89.53388006,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9307204,BODEGA,MUNICIPIO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.97439187,-89.61554048,2020-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4592002,BODEGA,IPEPAC ,931210,Administración pública en general,0 a 5 personas,20.96364797,-89.61335188,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4580639,BODEGA,SERVICIOS DE SALUD DE YUCATAN ,931610,Actividades administrativas de instituciones de bienestar social,0 a 5 personas,20.97629576,-89.62727749,2010-07
31,YUCATÁN       ,032,Espita,Espita,5,V Noreste ,31032,1,Espita,4548619,BODEGA,HONORABLE AYUNTAMIENTO DE ESPITA YUCATAN ,931210,Administración pública en general,0 a 5 personas,21.01159111,-88.30642476,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4485975,BODEGA AUXILIAR,MUNICIPIO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.97333369,-89.61595778,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4548864,BODEGA AUXILIAR AYUNTAMIENTO DE MÉRIDA,H. AYUNTAMIENTO DE MÉRIDA ,931210,Administración pública en general,0 a 5 personas,20.95499067,-89.64207879,2014-12
31,YUCATÁN       ,061,Rio Lagartos,Río Lagartos,5,V Noreste ,31061,1,Río Lagartos,7675701,BODEGA DE AYUNTAMIENTO,HONORABLE AYUNTAMIENTO DE RIO LAGARTOS ,931210,Administración pública en general,0 a 5 personas,21.59638091,-88.15856141,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8718711,BODEGA DE DECOMISOS,AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96303501,-89.62081988,2019-11
31,YUCATÁN       ,085,Temozon,Temozón,6,VI Oriente,31085,1,Temozón,4544628,BODEGA DE DESAYUNOS ESCOLARES DEL DIF MANOS QUE ALIMENTAN,HONORABLE AYUNTAMIENTO DE TEMOZON ,931610,Actividades administrativas de instituciones de bienestar social,6 a 10 personas,20.80391039,-88.20114302,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9290622,BODEGA DE DIRECCION DE FINANZAS,H AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2020-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9294507,BODEGA DE DIRECCION DE FINANZAS,H AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2020-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9299429,BODEGA DE DIRECCION DE FINANZAS,H AYUNATAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2020-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9290621,BODEGA DE DIRECCION DE FINANZAS,H AYUNTAMIENTO ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2020-11
31,YUCATÁN       ,058,Peto,Peto,6,VI Oriente,31058,1,Peto,8859169,BODEGA DE H AYUNTAMIENTO,H AYUNTAMIENTO DE PETO ,931210,Administración pública en general,6 a 10 personas,20.12674493,-88.92028606,2019-11
31,YUCATÁN       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,4543948,BODEGA DE H. AYUNTAMIENTO PARA VEHÍCULOS RECOLECTORES DE BASURA SIN NOMBRE,H.AYUNTAMIENTO DE VALLADOLID YUCATAN ,931210,Administración pública en general,0 a 5 personas,20.68989182,-88.19314688,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4551138,BODEGA DE HAYUNTAMIENTO DE MERIDA,HAYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.8907816,-89.62290524,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,6963984,BODEGA DE LA AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN,BODEGA DE LA AGENCIA DE ADMINISTRACION FISCAL DE YUCATAN ,931110,Órganos legislativos,0 a 5 personas,20.96359322,-89.61337073,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7990883,BODEGA DE LA SEP,SECRETARIA DE EDUCACION PUBLICA ,931610,Actividades administrativas de instituciones de bienestar social,0 a 5 personas,20.99869978,-89.62333707,2019-11
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4582684,BODEGA DE LIBROS DE LA SEP,SECRETARÍA DE EDUCACIÓN PÚBLICA ,931610,Actividades administrativas de instituciones de bienestar social,31 a 50 personas,20.97171805,-89.68961043,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4580771,BODEGA DE LIMPIEZA DEL AYUNTAMIENTO,MUNICIPIO DE MÉRIDA YUCATÁN ,931210,Administración pública en general,6 a 10 personas,20.96990377,-89.62966916,2010-07
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4553848,BODEGA DE LIMPIEZA NUM 1,AYUNTAMIENTO DE MÉRIDA YUCATÁN ,931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente,0 a 5 personas,20.96221165,-89.62015534,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4553847,BODEGA DE LIMPIEZA NUM 2,AYUNTAMIENTO DE MÉRIDA YUCATÁN ,931510,Regulación y fomento de actividades para mejorar y preservar el medio ambiente,0 a 5 personas,20.96221165,-89.62015534,2014-12
31,YUCATÁN       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9290623,BODEGA DE PROYECTOS ESPECIALES,H AYUNTAMIENTO DE MERIDA ,931210,Administración pública en general,0 a 5 personas,20.96879824,-89.62405395,2020-11
