cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,id_region,region,cve_geo,id_local,nom_local,id_ue,nom_ue,razon_soc,cod_act,nom_act,num_per,lat,long,fecha
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7990085,ACUNPUNTURA,AYUNTAMIENTO DE MERIDA ,621398,Otros consultorios del sector privado para el cuidado de la salud,6 a 10 personas,20.96207127,-89.65087374,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4521463,ACUPUNTURA CONSULTORIO DE,,621398,Otros consultorios del sector privado para el cuidado de la salud,0 a 5 personas,20.97765324,-89.6318102,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537655,AD MEDICALS,,621211,Consultorios dentales del sector privado,0 a 5 personas,21.0136224,-89.58609836,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537024,ADMINISTRACION PROFESIONAL STAR MEDICA SA DE CV,ADMINISTRACION PROFESIONAL STAR MEDICA SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,21.01566151,-89.58489454,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8363129,ADN  BRISAS DE SAN JOSE   AMPLIANDO EL DESARROLLO DE LOS NIÑOS,FUNDACION DEL EMPRESARIADO YUCATECO AC,624211,Servicios de alimentación comunitarios prestados por el sector privado,6 a 10 personas,20.91230807,-89.62568458,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4575673,AGUILAR CASTELLANOS MEDICOS,,621113,Consultorios de medicina especializada del sector privado,0 a 5 personas,20.9851532,-89.61997249,2010-07
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,7606321,AJUSTES QUIROPRACI DEL CUERPO HUMANO,,621311,Consultorios de quiropráctica del sector privado,0 a 5 personas,21.28041982,-89.68900631,2019-11
31,Yucatán       ,027,Dzidzantun,Dzidzantún,4,IV Litoral centro ,31027,1,Dzidzantún,8397507,AL ANON,AL ANON AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,21.24828213,-89.03199251,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537993,AL-ANON,AL ANON GRUPO DE AUTO AYUDA,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.99955094,-89.59020768,2014-12
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,7,VII Sur ,31056,1,Oxkutzcab,8454641,AL-ANON UNIDAD DE SERVICION RECUPERACION  GFA GRUPO FAMILIAR ALCOHOLICOS NOMBRE GRUPO FE Y ESPERANZA,CENTRAL MEXICANA DE SERVICIOS GENERALES DE LOS GRUPOS FAMILIARES AL-ANON AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.30975203,-89.4218295,2019-11
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,8397938,ALBERGUE   LA CASA DEL ESTUDIANTE,H AYUNTAMIENTO ,623992,Orfanatos y otras residencias de asistencia social del sector público,6 a 10 personas,21.14133807,-88.15854615,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4537146,ALBERGUE BUENA VOLUNTAD,INSTITUCION ASISTENCIAL AC,624221,Refugios temporales comunitarios del sector privado,0 a 5 personas,21.02293307,-89.58457058,2014-12
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,8527664,ALBERGUE CASA MATEO,,624221,Refugios temporales comunitarios del sector privado,0 a 5 personas,20.39865829,-89.55473081,2019-11
31,Yucatán       ,002,Acanceh,Acanceh,2,II Noroeste ,31002,1,Acanceh,4535203,ALBERGUE COMUNITARIO LA NATIVIDAD,IMSS OPORTUNIDADES ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.81524232,-89.45996524,2014-12
31,Yucatán       ,056,Oxkutzcab,Oxkutzcab,7,VII Sur ,31056,1,Oxkutzcab,4499992,ALBERGUE COMUNITARIO NUESTRA SEÑORA DE LA CANDELARIA,IMSS BIENESTAR ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.3080758,-89.43002575,2010-07
31,Yucatán       ,048,Maxcanu,Maxcanú,1,I Poniente ,31048,1,Maxcanú,4559232,ALBERGUE COMUNITARIO SAN MIGUEL ARCANGEL,IMSS ,624222,Refugios temporales comunitarios del sector público,0 a 5 personas,20.58385637,-89.99690316,2010-07
31,Yucatán       ,041,Kanasin,Kanasín,2,II Noroeste ,31041,1,Kanasín,4492359,ALBERGUE DE ALCOHOLICOS Y DROGADICTOS LA GLORIA DE SANTA ISABEL,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.9229601,-89.57820593,2010-07
31,Yucatán       ,059,Progreso,Progreso,2,II Noroeste ,31059,1,Progreso,4575130,ALBERGUE DEL ANSIANO EN PROGRESO,,623311,Asilos y otras residencias del sector privado para el cuidado de ancianos,11 a 30 personas,21.28734515,-89.64253063,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4521573,ALBERGUE EL TEKAXEÑO,ALBERGUE EL TEKAXEÑO AC,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.97464737,-89.63939029,2014-12
31,Yucatán       ,085,Temozon,Temozón,6,VI Oriente,31085,21,Hunukú,4494675,ALBERGUE ESCOLAR BENITO JUAREZ GARCIA,CDI ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.85317593,-88.09369026,2010-07
31,Yucatán       ,033,Halacho,Halachó,1,I Poniente ,31033,2,Cepeda,4559096,ALBERGUE ESCOLAR INDIGENA MANUEL ANTONIO AY,COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS ,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.50085702,-90.10670241,2014-12
31,Yucatán       ,098,Tzucacab,Tzucacab,7,VII Sur ,31098,1,Tzucacab,4501462,ALBERGUE ESCOLAR INDIGENA VICENTE GUERRERO TZUCACAB,GOBIERNO FEDERAL DEL IMPI. ,623992,Orfanatos y otras residencias de asistencia social del sector público,6 a 10 personas,20.06083479,-89.05423866,2010-07
31,Yucatán       ,022,Chikindzonot,Chikindzonot,6,VI Oriente,31022,1,Chikindzonot,4497061,ALBERGUE ESCOLAR JOSEFA ORTIZ DE DOMINGUEZ,GOBIERNO ,624222,Refugios temporales comunitarios del sector público,0 a 5 personas,20.34145053,-88.48900719,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,8354071,ALBERGUE ESTUDIANTIL NACHI COCOM,UNION DE PROFESIONISTAS SUREÑOS JOSEMARTI AC,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.70441191,-88.18896502,2019-11
31,Yucatán       ,063,Samahil,Samahil,1,I Poniente ,31063,1,Samahil,4584580,ALBERGUE JOSE MARTI,INSTITUTO NACIONAL DE LOS PUEBLOS INDIGENAS ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.88585353,-89.88512562,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7991446,ALBERGUE MISERECORDIA DE DIOS PADRE,ASOCIACION VIDA HUMANA INTEGRAL INSTITUCION DE ASISTENCIA PRIVADA,623111,"Residencias del sector privado con cuidados de enfermeras para enfermos convalecientes, en rehabilitación, incurables y terminales",11 a 30 personas,21.0176336,-89.66384074,2019-11
31,Yucatán       ,102,Valladolid,Valladolid,6,VI Oriente,31102,1,Valladolid,7698756,ALBERGUE NUESTRA SEÑORA DEL CARMEN,,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.70619736,-88.19011809,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4581084,ALBERGUE SAN VICENTE DE PAUL,INSTITUCIÓN ASISTENCIAL AC,624221,Refugios temporales comunitarios del sector privado,11 a 30 personas,20.97597638,-89.64170303,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4578648,ALBERGUE SANTA MARIA DE GUADALUPE,,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,20.98989694,-89.64134241,2010-07
31,Yucatán       ,102,Valladolid,Valladolid,6,VI Oriente,31102,188,Yalcobá,4498781,ALBERGUE SOR JUANA INES DE LA CRUZ,GOBIERNO DEL ESTADO DE YUCATAN ,623992,Orfanatos y otras residencias de asistencia social del sector público,0 a 5 personas,20.79007823,-88.04572778,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,8890693,ALBERGUE TEMPORAL DE NIÑOS ABANDONADOS,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA ,623992,Orfanatos y otras residencias de asistencia social del sector público,6 a 10 personas,21.13944679,-88.14446601,2019-11
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4566795,ALBERGUE TODO POR AMOR,TODO POR AMOR AC,623991,Orfanatos y otras residencias de asistencia social del sector privado,0 a 5 personas,21.13359717,-88.15070888,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4548801,ALBERGUE UN NUEVO DESPERTA,,623221,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicción,6 a 10 personas,20.95942659,-89.64597119,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4549453,ALCOHOLICOS ANO NIMOS GRUPO 31 DE ENERO,"CENTRAL MEXICANO DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS, AC ",624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.95378886,-89.59985333,2014-12
31,Yucatán       ,054,Muxupip,Muxupip,4,IV Litoral centro ,31054,1,Muxupip,8044896,ALCOHOLICOS ANOMIMOS SOLO POR EL,CENTRAL MEXICANA DE SERVICIOS GENERAL AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.04199034,-89.32770293,2019-11
31,Yucatán       ,041,Kanasin,Kanasín,2,II Noroeste ,31041,1,Kanasín,7034198,ALCOHOLICOS ANOMINOS GRUPO LIBERTAD,CENTRAL MEXICAN DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.94274114,-89.55466067,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,111,San José Tzal,4514724,ALCOHOLICOS ANONIM0S OFICINA DE SERVICIOS GENERALES  DEL 13 DISTRITO,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.82418047,-89.66146132,2010-07
31,Yucatán       ,091,Tinum,Tinum,6,VI Oriente,31091,1,Tinum,8354387,ALCOHOLICOS ANONIMO SOLO  POR HOY,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.76758339,-88.39027774,2019-11
31,Yucatán       ,091,Tinum,Tinum,6,VI Oriente,31091,6,Pisté,4499056,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.69751362,-88.59463188,2010-07
31,Yucatán       ,054,Muxupip,Muxupip,4,IV Litoral centro ,31054,1,Muxupip,8397929,ALCOHOLICOS ANONIMOS,ALCHOLICOS ANONIMOS SA,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.04271035,-89.33256671,2019-11
31,Yucatán       ,054,Muxupip,Muxupip,4,IV Litoral centro ,31054,1,Muxupip,8397931,ALCOHOLICOS ANONIMOS,ALCHOLICOS ANONIMOS SA,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,21.04292465,-89.33044181,2019-11
31,Yucatán       ,033,Halacho,Halachó,1,I Poniente ,31033,2,Cepeda,4512105,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.50187491,-90.10752286,2010-07
31,Yucatán       ,037,Huhi,Huhí,3,III Centro ,31037,1,Huhí,4493048,ALCOHOLICOS ANONIMOS,ALCOHOLICOS ANONIMOS CENTRAL MEXICANA SERVICIOS GENERAL DE ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.72468046,-89.16293273,2014-12
31,Yucatán       ,033,Halacho,Halachó,1,I Poniente ,31033,1,Halachó,6982688,ALCOHOLICOS ANONIMOS,MENSAJE DE ESPERANZA SA,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.48196595,-90.08342296,2019-11
31,Yucatán       ,033,Halacho,Halachó,1,I Poniente ,31033,1,Halachó,8397902,ALCOHOLICOS ANONIMOS,GRUPO ALCOHOLICOS ANONIMOS SA,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.47613104,-90.08102067,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4555499,ALCOHOLICOS ANONIMOS,GRUPO TRANSMITELO SC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.96732219,-89.63564067,2014-12
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4517688,ALCOHOLICOS ANONIMOS,ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.95991281,-89.62291342,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4532089,ALCOHOLICOS ANONIMOS,ALCOHÓLICOS ANÓNIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.96509596,-89.59551054,2010-07
31,Yucatán       ,003,Akil,Akil,7,VII Sur ,31003,1,Akil,8648504,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS CENTRALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.26272718,-89.34212982,2019-11
31,Yucatán       ,047,Mani,Maní,7,VII Sur ,31047,1,Maní,6989548,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE ALCOHOLICOS ANONIMOS SC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.39106331,-89.38908075,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4577066,ALCOHÓLICOS ANÓNIMOS,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,21.01500319,-89.62999666,2010-07
31,Yucatán       ,096,Tizimin,Tizimín,5,V Noreste ,31096,1,Tizimín,4546805,ALCOHOLICOS ANONIMOS,"CENTRAL MEXICANO DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS, AC ",624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.13775372,-88.14992845,2014-12
31,Yucatán       ,093,Tixkokob,Tixkokob,2,II Noroeste ,31093,1,Tixkokob,7410207,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS GENERALES DE A.CALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.00486002,-89.39197556,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,9024697,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.96383998,-89.66397248,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7606362,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.99355961,-89.70991643,2019-11
31,Yucatán       ,100,Ucu,Ucú,2,II Noroeste ,31100,1,Ucú,7301331,ALCOHOLICOS ANONIMOS,LA SALIDA ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.03208969,-89.74669363,2019-11
31,Yucatán       ,049,Mayapan,Mayapán,7,VII Sur ,31049,1,Mayapán,6989956,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.4648594,-89.21497413,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,84,Cholul,4527614,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.04373949,-89.56516924,2010-07
31,Yucatán       ,062,Sacalum,Sacalum,7,VII Sur ,31062,1,Sacalum,8363242,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.49185988,-89.59424303,2019-11
31,Yucatán       ,067,Seye,Seyé,2,II Noroeste ,31067,1,Seyé,4530418,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.84439797,-89.37948206,2014-12
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,8890027,ALCOHOLICOS ANONIMOS,CENTRAL MEXICANA DE SERVICIOS DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.39840135,-89.52655578,2019-11
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,6988769,ALCOHOLICOS ANONIMOS,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.39610913,-89.53556342,2019-11
31,Yucatán       ,089,Ticul,Ticul,7,VII Sur ,31089,1,Ticul,8648254,ALCOHOLICOS ANONIMOS,CENTRALMEXICANA DE SERVICIOS DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.40009629,-89.52582701,2019-11
31,Yucatán       ,048,Maxcanu,Maxcanú,1,I Poniente ,31048,1,Maxcanú,7990606,ALCOHOLICOS ANONIMOS,DECISION Y FE ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.57873115,-90.00459465,2019-11
31,Yucatán       ,091,Tinum,Tinum,6,VI Oriente,31091,6,Pisté,8354384,ALCOHOLICOS ANONIMOS  GRUPO SOLO POR HOY,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.6995346,-88.59534052,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8363189,ALCOHOLICOS ANONIMOS  LA MANO SALVADORA,ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.94238784,-89.62332688,2019-11
31,Yucatán       ,027,Dzidzantun,Dzidzantún,4,IV Litoral centro ,31027,1,Dzidzantún,7676439,ALCOHOLICOS ANONIMOS 10 DE ENERO,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,21.24804549,-89.04542447,2019-11
31,Yucatán       ,067,Seye,Seyé,2,II Noroeste ,31067,1,Seyé,8014024,ALCOHOLICOS ANONIMOS 12 DE DICIEMBRE,CENTRAL MEXICANA DE SERVICIOS GENNERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.83387495,-89.36059516,2019-11
31,Yucatán       ,047,Mani,Maní,7,VII Sur ,31047,1,Maní,4571021,ALCOHOLICOS ANONIMOS 14 DE ENERO,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.39115469,-89.39216267,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,7761712,ALCOHOLICOS ANONIMOS 16 DE NOVIEMBRE,CENTRAL MEXICANA DE SERVICIOS ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,21.01636489,-89.57732128,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4586797,ALCOHOLICOS ANONIMOS 18 DE ABRIL,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.98292342,-89.61037713,2010-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4588471,ALCOHOLICOS ANONIMOS 18 JUNIO,"CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS, A.C. ",624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.96683945,-89.57449919,2013-07
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,4524072,ALCOHOLICOS ANONIMOS 19 DE JULIO,INTEGRANTES DE SERVICIOS MUNDIALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.95677985,-89.66358916,2014-12
31,Yucatán       ,040,Izamal,Izamal,3,III Centro ,31040,1,Izamal,8397682,ALCOHOLICOS ANONIMOS 2 DE OCTUBRE,ALCOHOLICOS ANONIMOS SA DE CV ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,6 a 10 personas,20.93691144,-89.01561608,2019-11
31,Yucatán       ,101,Uman,Umán,2,II Noroeste ,31101,1,Umán,4559878,ALCOHOLICOS ANONIMOS 21 DE NOVIEMBRE,"CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS, AC ",624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.88868738,-89.74309441,2010-07
31,Yucatán       ,037,Huhi,Huhí,3,III Centro ,31037,1,Huhí,7708120,ALCOHOLICOS ANONIMOS 24 DE DICIEMBRE,CENTRAL MEXICANA DE CERVICIOS GENERALES AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.72556198,-89.16007069,2019-11
31,Yucatán       ,098,Tzucacab,Tzucacab,7,VII Sur ,31098,1,Tzucacab,7145841,ALCOHOLICOS ANONIMOS 24 MARZO,SOCIEDAD AA ,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.06895067,-89.04797327,2019-11
31,Yucatán       ,050,Merida,Mérida,2,II Noroeste ,31050,1,Mérida,8353177,ALCOHOLICOS ANONIMOS 29 OCTUBRE,CENTRAL MEXICANA DE SERVICIOS GENERALES DE ALCOHOLICOS ANONIMOS AC,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,0 a 5 personas,20.94842843,-89.58375253,2019-11
31,Yucatán       ,041,Kanasin,Kanasín,2,II Noroeste ,31041,1,Kanasín,4492034,ALCOHOLICOS ANONIMOS 3 DE ENERO,,624191,Agrupaciones de autoayuda para alcohólicos y personas con otras adicciones,11 a 30 personas,20.92923443,-89.55976575,2010-07
