cve_ent,nom_ent,cve_mun,nom_mun,mun_ori,cve_geo,cve_local,nom_local,pobtot
31,Yucatán,101,Uman,Umán,31101,0217,Santa Elena,5
31,Yucatán,101,Uman,Umán,31101,0219,Los Santos,2
31,Yucatán,101,Uman,Umán,31101,0229,La Guadalupana,7
31,Yucatán,101,Uman,Umán,31101,0239,Ninguno,1
31,Yucatán,101,Uman,Umán,31101,0256,Castaño [Rancho],3
31,Yucatán,101,Uman,Umán,31101,0257,Calan Estrella,6
31,Yucatán,101,Uman,Umán,31101,0258,El Caporal,6
31,Yucatán,101,Uman,Umán,31101,0262,La Palapa,1
31,Yucatán,101,Uman,Umán,31101,0264,Lavadero [Restaurante],1
31,Yucatán,101,Uman,Umán,31101,0265,San Alberto,3
31,Yucatán,101,Uman,Umán,31101,0272,Dos Estrellas de Poniente,5
31,Yucatán,101,Uman,Umán,31101,0277,Ninguno,1
31,Yucatán,101,Uman,Umán,31101,0280,Plantel Santa Rita,2
31,Yucatán,101,Uman,Umán,31101,0282,El Retiro,2
31,Yucatán,101,Uman,Umán,31101,0284,Yaya,1
31,Yucatán,101,Uman,Umán,31101,0285,Yaya I,9
31,Yucatán,101,Uman,Umán,31101,0286,Ninguno [UGRY],4
31,Yucatán,101,Uman,Umán,31101,0289,San Marcos [Citrícola],12
31,Yucatán,101,Uman,Umán,31101,0306,Ninguno,2
31,Yucatán,101,Uman,Umán,31101,0319,Ninguno,1
31,Yucatán,101,Uman,Umán,31101,0323,Ninguno,5
31,Yucatán,101,Uman,Umán,31101,0345,San Juan,11
31,Yucatán,101,Uman,Umán,31101,9998,Localidades de una vivienda,132
31,Yucatán,101,Uman,Umán,31101,9999,Localidades de dos viviendas,15
31,Yucatán,102,Valladolid,Valladolid,31102,0000,Total del Municipio,74217
31,Yucatán,102,Valladolid,Valladolid,31102,0001,Valladolid,48973
31,Yucatán,102,Valladolid,Valladolid,31102,0011,Kondzonot,1
31,Yucatán,102,Valladolid,Valladolid,31102,0019,Chan Chen,3
31,Yucatán,102,Valladolid,Valladolid,31102,0033,Chiquén,2
31,Yucatán,102,Valladolid,Valladolid,31102,0036,Chompool,23
31,Yucatán,102,Valladolid,Valladolid,31102,0037,Chuc-Yuc,2
31,Yucatán,102,Valladolid,Valladolid,31102,0044,Dzibil,30
31,Yucatán,102,Valladolid,Valladolid,31102,0045,Dzitnup,1248
31,Yucatán,102,Valladolid,Valladolid,31102,0046,Dzoyolá,14
31,Yucatán,102,Valladolid,Valladolid,31102,0047,Ebtún,966
31,Yucatán,102,Valladolid,Valladolid,31102,0049,Izhuá,3
31,Yucatán,102,Valladolid,Valladolid,31102,0051,Kampepén,19
31,Yucatán,102,Valladolid,Valladolid,31102,0055,Kanxoc,3126
31,Yucatán,102,Valladolid,Valladolid,31102,0060,Koopchén,38
31,Yucatán,102,Valladolid,Valladolid,31102,0066,Ninibeh,1
31,Yucatán,102,Valladolid,Valladolid,31102,0068,Xnoh-Ox,18
31,Yucatán,102,Valladolid,Valladolid,31102,0069,Nohsuytún,313
31,Yucatán,102,Valladolid,Valladolid,31102,0071,Papagayo,91
31,Yucatán,102,Valladolid,Valladolid,31102,0075,Pixoy,1054
31,Yucatán,102,Valladolid,Valladolid,31102,0077,Popolá,4176
31,Yucatán,102,Valladolid,Valladolid,31102,0080,Sac-Helbach,9
31,Yucatán,102,Valladolid,Valladolid,31102,0081,San Andrés X-Bac,112
31,Yucatán,102,Valladolid,Valladolid,31102,0082,San Antonio,6
31,Yucatán,102,Valladolid,Valladolid,31102,0087,San Felipe,8
31,Yucatán,102,Valladolid,Valladolid,31102,0116,Santa Rosa,40
31,Yucatán,102,Valladolid,Valladolid,31102,0117,San Vicente,20
31,Yucatán,102,Valladolid,Valladolid,31102,0119,Sidrakín,19
31,Yucatán,102,Valladolid,Valladolid,31102,0127,Tahmuy,958
31,Yucatán,102,Valladolid,Valladolid,31102,0129,Tesoco,1362
31,Yucatán,102,Valladolid,Valladolid,31102,0130,Tikuch,1336
31,Yucatán,102,Valladolid,Valladolid,31102,0132,Tixhualactún,1576
31,Yucatán,102,Valladolid,Valladolid,31102,0145,Chan X-Batún,5
31,Yucatán,102,Valladolid,Valladolid,31102,0149,X-Cohuó,111
31,Yucatán,102,Valladolid,Valladolid,31102,0155,Santa Rita,18
31,Yucatán,102,Valladolid,Valladolid,31102,0167,X-Lahchén,2
31,Yucatán,102,Valladolid,Valladolid,31102,0168,X-Marina,6
31,Yucatán,102,Valladolid,Valladolid,31102,0169,X-Mitán,27
31,Yucatán,102,Valladolid,Valladolid,31102,0174,Xocén,2407
31,Yucatán,102,Valladolid,Valladolid,31102,0177,X-Polulum,1
31,Yucatán,102,Valladolid,Valladolid,31102,0183,Xuilub,618
31,Yucatán,102,Valladolid,Valladolid,31102,0184,Xunchan,15
31,Yucatán,102,Valladolid,Valladolid,31102,0187,Yokdzonot,27
31,Yucatán,102,Valladolid,Valladolid,31102,0188,Yalcobá,2808
31,Yucatán,102,Valladolid,Valladolid,31102,0189,Yalcón,237
31,Yucatán,102,Valladolid,Valladolid,31102,0192,Yaxché,114
31,Yucatán,102,Valladolid,Valladolid,31102,0196,Yohalal Tres,6
31,Yucatán,102,Valladolid,Valladolid,31102,0202,Chan Suytum,17
31,Yucatán,102,Valladolid,Valladolid,31102,0214,Teya,6
31,Yucatán,102,Valladolid,Valladolid,31102,0217,X-Bohbat,25
31,Yucatán,102,Valladolid,Valladolid,31102,0221,Dzekul,4
31,Yucatán,102,Valladolid,Valladolid,31102,0222,X-Katil,11
31,Yucatán,102,Valladolid,Valladolid,31102,0224,Rancho Tekal,25
31,Yucatán,102,Valladolid,Valladolid,31102,0228,Chablé,2
31,Yucatán,102,Valladolid,Valladolid,31102,0233,Yokdzonot Dos,2
31,Yucatán,102,Valladolid,Valladolid,31102,0246,Kaan Ac,8
31,Yucatán,102,Valladolid,Valladolid,31102,0252,Tres Marías,2
31,Yucatán,102,Valladolid,Valladolid,31102,0259,Kankabchén,19
31,Yucatán,102,Valladolid,Valladolid,31102,0262,San Antonio,76
31,Yucatán,102,Valladolid,Valladolid,31102,0263,Chan Yokdzonot,130
31,Yucatán,102,Valladolid,Valladolid,31102,0271,X-Bahil,8
31,Yucatán,102,Valladolid,Valladolid,31102,0275,Yokdzonot,3
31,Yucatán,102,Valladolid,Valladolid,31102,0280,Akabchén,40
31,Yucatán,102,Valladolid,Valladolid,31102,0282,Blanca Flor,5
31,Yucatán,102,Valladolid,Valladolid,31102,0283,Butum-Chén,8
31,Yucatán,102,Valladolid,Valladolid,31102,0290,Cayaxché,11
31,Yucatán,102,Valladolid,Valladolid,31102,0293,Cocom,3
31,Yucatán,102,Valladolid,Valladolid,31102,0300,Chamul,60
31,Yucatán,102,Valladolid,Valladolid,31102,0302,Chan Hunukú,11
31,Yucatán,102,Valladolid,Valladolid,31102,0311,Chuyté,7
31,Yucatán,102,Valladolid,Valladolid,31102,0319,Ek-Balam,3
31,Yucatán,102,Valladolid,Valladolid,31102,0322,Yalcobá [Granja Porcícola],4
31,Yucatán,102,Valladolid,Valladolid,31102,0324,Uspib,25
31,Yucatán,102,Valladolid,Valladolid,31102,0344,Xnohbutún,11
31,Yucatán,102,Valladolid,Valladolid,31102,0345,Nohtoc,6
31,Yucatán,102,Valladolid,Valladolid,31102,0352,Las Palomas,3
31,Yucatán,102,Valladolid,Valladolid,31102,0356,La Piedra,5
31,Yucatán,102,Valladolid,Valladolid,31102,0359,Puhuy,11
31,Yucatán,102,Valladolid,Valladolid,31102,0369,San Antonio Chic-Chan,1
31,Yucatán,102,Valladolid,Valladolid,31102,0372,La Ceiba,4
31,Yucatán,102,Valladolid,Valladolid,31102,0375,San Isidro,13
31,Yucatán,102,Valladolid,Valladolid,31102,0385,San Lorenzo,2
31,Yucatán,102,Valladolid,Valladolid,31102,0391,San Mateo,7
31,Yucatán,102,Valladolid,Valladolid,31102,0392,San Miguel,8
31,Yucatán,102,Valladolid,Valladolid,31102,0395,San Pedro Sula,31
31,Yucatán,102,Valladolid,Valladolid,31102,0397,San Pedro,16
31,Yucatán,102,Valladolid,Valladolid,31102,0401,Santa Cruz,2
31,Yucatán,102,Valladolid,Valladolid,31102,0402,Santa Cruz,4
31,Yucatán,102,Valladolid,Valladolid,31102,0409,Villa Elidé,6
31,Yucatán,102,Valladolid,Valladolid,31102,0418,Tixcancal,2
31,Yucatán,102,Valladolid,Valladolid,31102,0423,Tres Reyes,5
31,Yucatán,102,Valladolid,Valladolid,31102,0425,San Miguel (Tusik),3
31,Yucatán,102,Valladolid,Valladolid,31102,0431,X-Nohbutún,6
31,Yucatán,102,Valladolid,Valladolid,31102,0436,Chunhuás,2
31,Yucatán,102,Valladolid,Valladolid,31102,0460,Yaxché,1
31,Yucatán,102,Valladolid,Valladolid,31102,0467,El Rosario (Dzadz Nal),1
31,Yucatán,102,Valladolid,Valladolid,31102,0477,Kantunil,4
31,Yucatán,102,Valladolid,Valladolid,31102,0479,Katil,2
31,Yucatán,102,Valladolid,Valladolid,31102,0481,X-Bacab,49
31,Yucatán,102,Valladolid,Valladolid,31102,0483,San Isidro,27
31,Yucatán,102,Valladolid,Valladolid,31102,0485,San Gerónimo,21
31,Yucatán,102,Valladolid,Valladolid,31102,0488,San Diego,13
31,Yucatán,102,Valladolid,Valladolid,31102,0489,Agua Azul,9
31,Yucatán,102,Valladolid,Valladolid,31102,0510,San Andrés Kampocolché,24
31,Yucatán,102,Valladolid,Valladolid,31102,0521,Santa Cruz,9
31,Yucatán,102,Valladolid,Valladolid,31102,0523,X-Batún,26
31,Yucatán,102,Valladolid,Valladolid,31102,0526,Tres Reyes,2
31,Yucatán,102,Valladolid,Valladolid,31102,0530,X-Quiahuil,6
31,Yucatán,102,Valladolid,Valladolid,31102,0533,Chumpela,10
31,Yucatán,102,Valladolid,Valladolid,31102,0535,Chan Kot Kahum (Los Cocales),5
31,Yucatán,102,Valladolid,Valladolid,31102,0536,X-Wó,18
31,Yucatán,102,Valladolid,Valladolid,31102,0537,Yunchén,1
31,Yucatán,102,Valladolid,Valladolid,31102,0538,Zodzilchén,65
31,Yucatán,102,Valladolid,Valladolid,31102,0539,Chanil,33
31,Yucatán,102,Valladolid,Valladolid,31102,0540,X-Catbé,6
31,Yucatán,102,Valladolid,Valladolid,31102,0541,X-Bojón,13
31,Yucatán,102,Valladolid,Valladolid,31102,0549,San Antonio,8
31,Yucatán,102,Valladolid,Valladolid,31102,0551,Santa Cruz Uno,4
31,Yucatán,102,Valladolid,Valladolid,31102,0554,Santa Rosa,14
31,Yucatán,102,Valladolid,Valladolid,31102,0569,Balanté,4
31,Yucatán,102,Valladolid,Valladolid,31102,0574,Pol-Kee,6
31,Yucatán,102,Valladolid,Valladolid,31102,0578,Takú,5
31,Yucatán,102,Valladolid,Valladolid,31102,0580,El Gato Negro,8
31,Yucatán,102,Valladolid,Valladolid,31102,0581,Sac-Bé,5
31,Yucatán,102,Valladolid,Valladolid,31102,0585,Poxil,1
31,Yucatán,102,Valladolid,Valladolid,31102,0588,X-Kanahaltún,14
31,Yucatán,102,Valladolid,Valladolid,31102,0590,Santa Teresa,11
31,Yucatán,102,Valladolid,Valladolid,31102,0592,X-Sac-Uil,12
31,Yucatán,102,Valladolid,Valladolid,31102,0594,Totilá,5
31,Yucatán,102,Valladolid,Valladolid,31102,0600,Cuzanchén,6
31,Yucatán,102,Valladolid,Valladolid,31102,0603,Yohkoop,9
31,Yucatán,102,Valladolid,Valladolid,31102,0605,Suytún,16
31,Yucatán,102,Valladolid,Valladolid,31102,0608,Tepakán,51
31,Yucatán,102,Valladolid,Valladolid,31102,0621,Timas,42
31,Yucatán,102,Valladolid,Valladolid,31102,0622,Noxkituc,2
31,Yucatán,102,Valladolid,Valladolid,31102,0626,Kanxoc-Chen,3
31,Yucatán,102,Valladolid,Valladolid,31102,0627,San Salvador,2
31,Yucatán,102,Valladolid,Valladolid,31102,0631,Bolmay,312
31,Yucatán,102,Valladolid,Valladolid,31102,0632,Bretaña,6
31,Yucatán,102,Valladolid,Valladolid,31102,0635,Chice Número Dos,3
31,Yucatán,102,Valladolid,Valladolid,31102,0636,El Diezmo,3
31,Yucatán,102,Valladolid,Valladolid,31102,0637,Residencial Campestre [Fraccionamiento],192
31,Yucatán,102,Valladolid,Valladolid,31102,0638,Halal,2
31,Yucatán,102,Valladolid,Valladolid,31102,0644,Nah-Capat,5
31,Yucatán,102,Valladolid,Valladolid,31102,0652,San Pedro,6
31,Yucatán,102,Valladolid,Valladolid,31102,0655,Santa Eleuteria,98
31,Yucatán,102,Valladolid,Valladolid,31102,0662,Cayaxché,6
31,Yucatán,102,Valladolid,Valladolid,31102,0666,Noc-Pek,8
31,Yucatán,102,Valladolid,Valladolid,31102,0667,Suytún,4
31,Yucatán,102,Valladolid,Valladolid,31102,0671,Yaax-Hal,166
31,Yucatán,102,Valladolid,Valladolid,31102,0682,Ninguno,8
31,Yucatán,102,Valladolid,Valladolid,31102,0687,Kuchechén,2
31,Yucatán,102,Valladolid,Valladolid,31102,0704,Juchín,1
31,Yucatán,102,Valladolid,Valladolid,31102,0705,Apícola de la Región Peninsular,1
31,Yucatán,102,Valladolid,Valladolid,31102,0707,Chac-Halal,6
31,Yucatán,102,Valladolid,Valladolid,31102,0711,Curtiduría Chávez,1
31,Yucatán,102,Valladolid,Valladolid,31102,0728,La Piedra Angular,2
31,Yucatán,102,Valladolid,Valladolid,31102,0729,Sahcabá Dos,2
31,Yucatán,102,Valladolid,Valladolid,31102,0733,San Juan Bubul,7
31,Yucatán,102,Valladolid,Valladolid,31102,0735,San Lorenzo,8
31,Yucatán,102,Valladolid,Valladolid,31102,0740,Kauán,6
31,Yucatán,102,Valladolid,Valladolid,31102,0741,Noh Chaca,11
31,Yucatán,102,Valladolid,Valladolid,31102,0745,Chanyokdzonot Dos,68
31,Yucatán,102,Valladolid,Valladolid,31102,0754,San José,1
31,Yucatán,102,Valladolid,Valladolid,31102,0759,Ninguno,3
31,Yucatán,102,Valladolid,Valladolid,31102,0760,Ninguno,10
31,Yucatán,102,Valladolid,Valladolid,31102,0762,Ninguno,8
31,Yucatán,102,Valladolid,Valladolid,31102,0763,Sinaí,2
31,Yucatán,102,Valladolid,Valladolid,31102,0767,Xcojil,13
31,Yucatán,102,Valladolid,Valladolid,31102,0773,Chansus,3
31,Yucatán,102,Valladolid,Valladolid,31102,0777,San Antonio Takú,2
31,Yucatán,102,Valladolid,Valladolid,31102,0783,Chanchén,7
31,Yucatán,102,Valladolid,Valladolid,31102,0785,Humberto Díaz Martínez,14
31,Yucatán,102,Valladolid,Valladolid,31102,0790,Paraíso,4
31,Yucatán,102,Valladolid,Valladolid,31102,0791,San Lorenzo,6
31,Yucatán,102,Valladolid,Valladolid,31102,0793,Yohdzonot,11
31,Yucatán,102,Valladolid,Valladolid,31102,0799,Dzonot Petká,2
31,Yucatán,102,Valladolid,Valladolid,31102,0801,Flor Campestre,1
31,Yucatán,102,Valladolid,Valladolid,31102,0803,Ninguno,1
31,Yucatán,102,Valladolid,Valladolid,31102,0811,Xojolchén,10
31,Yucatán,102,Valladolid,Valladolid,31102,9998,Localidades de una vivienda,335
31,Yucatán,102,Valladolid,Valladolid,31102,9999,Localidades de dos viviendas,247
31,Yucatán,103,Xocchel,Xocchel,31103,0000,Total del Municipio,3236
31,Yucatán,103,Xocchel,Xocchel,31103,0001,Xocchel,3229
31,Yucatán,103,Xocchel,Xocchel,31103,0002,Lolbé,1
31,Yucatán,103,Xocchel,Xocchel,31103,0044,Santa Cruz,3
31,Yucatán,103,Xocchel,Xocchel,31103,0045,Clara Cetina,3
31,Yucatán,103,Xocchel,Xocchel,31103,9998,Localidades de una vivienda,7
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0000,Total del Municipio,14802
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0001,Yaxcabá,3007
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0002,Canakom,435
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0010,Tinuncah,164
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0011,Cipché,91
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0013,Santa María Ku,7
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0015,Xnicteil,5
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0016,San Rafael,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0017,X-Ochil,8
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0018,San Pedro,174
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0019,Tiholop,1463
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0021,Xlapak,160
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0024,Cholul,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0027,Yokdzonot-Hú,69
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0031,Huechen Balam,155
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0032,Libre Unión,1671
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0035,Yokdzonot,772
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0036,Nachicocom,26
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0041,X-Mexil,106
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0043,Yaxunah,617
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0045,Chimay,102
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0047,Santa María,226
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0051,Kancabdzonot,963
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0052,Tixcacaltuyub,2146
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0054,San Marcos,173
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0056,Popolá,240
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0059,Xanlá,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0060,Tahdzibichén,1699
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0064,Sahcabá,10
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0067,Cisteil,85
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0071,Rancho Grande,4
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0081,Santa Pilar,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0105,El Faisán,2
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0128,Santa Cruz,2
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0131,X-Pom,67
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0142,Ayil,2
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0147,San Juan,3
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0150,San Buenaventura,7
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0155,San Mateo Uno,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0156,San Mateo Dos,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0164,San Valerio,3
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0169,Santa María,55
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0203,San Arnulfo,13
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0225,X-Pica,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0230,Robles,3
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0232,San Martín,10
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0237,Santa Isabel,14
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0252,Kancabchén,16
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0273,Ninguno,9
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0275,La Guadalupana,2
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0277,Santa Rosa,3
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0281,Ninguno,1
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,0282,Ninguno,5
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,9998,Localidades de una vivienda,71
31,Yucatán,104,Yaxcaba,Yaxcabá,31104,9999,Localidades de dos viviendas,22
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0000,Total del Municipio,2868
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0001,Yaxkukul,2825
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0002,San Juan de las Flores,8
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0007,San Francisco,16
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0024,Alondra,9
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0029,Ninguno,1
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0036,Ninguno,2
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,0037,Ninguno,7
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,9998,Localidades de una vivienda,19
31,Yucatán,105,Yaxkukul,Yaxkukul,31105,9999,Localidades de dos viviendas,8
31,Yucatán,106,Yobain,Yobaín,31106,0000,Total del Municipio,2137
31,Yucatán,106,Yobain,Yobaín,31106,0001,Yobaín,1820
31,Yucatán,106,Yobain,Yobaín,31106,0002,Chabihau,292
31,Yucatán,106,Yobain,Yobaín,31106,0008,Noc Ac,1
31,Yucatán,106,Yobain,Yobaín,31106,0036,Franklin,4
31,Yucatán,106,Yobain,Yobaín,31106,0045,San Jorge,6
31,Yucatán,106,Yobain,Yobaín,31106,0060,Tumbem Lum,3
31,Yucatán,106,Yobain,Yobaín,31106,0061,Las Gaviotas,4
31,Yucatán,106,Yobain,Yobaín,31106,0062,Ninguno,7
31,Yucatán,106,Yobain,Yobaín,31106,9998,Localidades de una vivienda,25
